title,text,url,source,anime,timestamp,label
This Week in Games - Chuuni Corpses,"The Corpse Party Tetralogy is dead in the water, and Yoko Taro's projects keep getting cancelled! Jean-Karlo looks into both plus live-action Zelda, a new Dark Souls book, and more.",https://www.animenewsnetwork.com/this-week-in-games/2025-11-21/chuuni-corpses/.231097,AnimeNewsNetwork,unknown,"Fri, 21 Nov 2025 10:00:00 -0500",real
My Daughter is a Zombie Film Wins Top Audience Award at Blue Dragon Film Awards,Webtoon-based feature was nominated in 7 major categories,https://www.animenewsnetwork.com/news/2025-11-21/my-daughter-is-a-zombie-film-wins-top-audience-award-at-blue-dragon-film-awards/.231261,AnimeNewsNetwork,OP,"Fri, 21 Nov 2025 09:15:00 -0500",real
"REDLINE, Lupin the IIIrd: The Immortal Bloodline Director Takeshi Koike","Acclaimed director professes his love for Chainsaw Man, closing the door on Lupin.",https://www.animenewsnetwork.com/interview/2025-11-21/redline-lupin-the-iiird-the-immortal-bloodline-director-takeshi-koike/.230662,AnimeNewsNetwork,Chainsaw Man,"Fri, 21 Nov 2025 09:00:00 -0500",real
'Now That We Draw' Manga Gets TV Anime,"Ayumu Murase, Sayumi Suzushiro star in romantic comedy anime from ROLL2 studio",https://www.animenewsnetwork.com/news/2025-11-21/now-that-we-draw-manga-gets-tv-anime/.231278,AnimeNewsNetwork,unknown,"Fri, 21 Nov 2025 08:31:49 -0500",real
"'Noble Reincarnation: Born Blessed, So I'll Obtain Ultimate Power' Anime Reveals More Cast, Key Visual","Shinichirō Miki, Kōji Yusa, Daisuke Ono, Kengo Kawanishi join cast of anime debuting in January",https://www.animenewsnetwork.com/news/2025-11-21/noble-reincarnation-born-blessed-so-ill-obtain-ultimate-power-anime-reveals-more-cast-key-visual/.231274,AnimeNewsNetwork,unknown,"Fri, 21 Nov 2025 06:38:14 -0500",real
"'Anyway, I'm Falling in Love with You' 2nd Season Reveals January 8 Debut, New Visual","Crunchyroll to stream season in N. America, Central America, S. America, Europe, Africa, Oceania, Middle East, CIS, India, Southeast Asia",https://www.animenewsnetwork.com/news/2025-11-21/anyway-im-falling-in-love-with-you-2nd-season-reveals-january-8-debut-new-visual/.231273,AnimeNewsNetwork,OP,"Fri, 21 Nov 2025 05:01:20 -0500",real
"MF Ghost 3rd Season Anime Reveals January 4 Debut, Theme Songs in Promo Video","Yū Serizawa, Himika Akaneya perform themes",https://www.animenewsnetwork.com/news/2025-11-21/mf-ghost-3rd-season-anime-reveals-january-4-debut-theme-songs-in-promo-video/.231272,AnimeNewsNetwork,unknown,"Fri, 21 Nov 2025 04:36:59 -0500",real
Live-Action Return to Silent Hill Film's Trailer Shows James Drawn to Town,Trailer shows scenes calling back to Silent Hill 2,https://www.animenewsnetwork.com/news/2025-11-21/live-action-return-to-silent-hill-film-trailer-shows-james-drawn-to-town/.231271,AnimeNewsNetwork,unknown,"Fri, 21 Nov 2025 03:07:48 -0500",real
2nd Live-Action Golden Kamuy Film Casts Tetta Sugimoto as Anji Toni,Sugimoto plays Abashiri convict in film opening on March 13,https://www.animenewsnetwork.com/news/2025-11-21/2nd-live-action-golden-kamuy-film-casts-tetta-sugimoto-as-anji-toni/.231253,AnimeNewsNetwork,OP,"Fri, 21 Nov 2025 01:14:51 -0500",real
Let This Grieving Soul Retire! 2nd Season Anime Casts Hidenari Ugaki,Ugaki plays level 6 hunter Kechachakka Munk in 21st episode,https://www.animenewsnetwork.com/news/2025-11-21/let-this-grieving-soul-retire-2nd-season-anime-casts-hidenari-ugaki/.231256,AnimeNewsNetwork,unknown,"Fri, 21 Nov 2025 01:08:11 -0500",real
Former Sega/GiGO Arcade in Akihabara Reborn as Silk Hat Game Center,“New” arcade will feature 9 floors of gaming fun this Saturday,https://www.animenewsnetwork.com/interest/2025-11-20/former-sega-gigo-arcade-in-akihabara-reborn-as-silk-hat-game-center/.231165,AnimeNewsNetwork,unknown,"Thu, 20 Nov 2025 23:59:00 -0500",real
Nippon Ichi Reveals Shinigami Hime to Ishokan no Kaibutsu Game,"Side-scrolling fantasy adventure releases on Switch, Switch 2, PS5 on April 30",https://www.animenewsnetwork.com/news/2025-11-20/nippon-ichi-reveals-shinigami-hime-to-ishokan-no-kaibutsu-game/.231252,AnimeNewsNetwork,unknown,"Thu, 20 Nov 2025 23:17:53 -0500",real
The Great Jahy Will Not Be Defeated! Manga to End in 13th Volume,13th volume ships in fall 2026,https://www.animenewsnetwork.com/news/2025-11-20/the-great-jahy-will-not-be-defeated-manga-to-end-in-13th-volume/.231254,AnimeNewsNetwork,unknown,"Thu, 20 Nov 2025 23:03:18 -0500",real
"Fist of the North Star: Elegy of Ken-Oh's Army Grunts Anime Unveils Staff, January 5 Debut","Takuma Hase, Yūma Saitō direct anime at Do-Raku",https://www.animenewsnetwork.com/news/2025-11-20/fist-of-the-north-star-elegy-of-ken-oh-army-grunts-anime-unveils-staff-january-5-debut/.231255,AnimeNewsNetwork,unknown,"Thu, 20 Nov 2025 22:58:29 -0500",real
Gundam: Silver Phantom VR Anime Debuts on PlayStation VR2 on November 21,Anime previously released for Meta Quest headsets in October 2024,https://www.animenewsnetwork.com/news/2025-11-20/gundam-silver-phantom-vr-anime-debuts-on-playstation-vr2-on-november-21/.231251,AnimeNewsNetwork,unknown,"Thu, 20 Nov 2025 20:02:42 -0500",real
"Donkey Kong Bananza, Pokémon GO Win at Golden Joystick Awards 2025",Clair Obscur: Expedition 33 wins Ultimate Game of the Year,https://www.animenewsnetwork.com/news/2025-11-20/donkey-kong-bananza-pokemon-go-win-at-golden-joystick-awards-2025/.231250,AnimeNewsNetwork,unknown,"Thu, 20 Nov 2025 19:50:09 -0500",real
"Seishōnen Ashibe's Hiromi Morishita, Syohei Launch New Manga on December 19","Morishita, Syohei launch The Palace at the Edge of Japan manga about revitalization of Japan's largest village",https://www.animenewsnetwork.com/news/2025-11-20/seishonen-ashibe-hiromi-morishita-syohei-launch-new-manga-on-december-19/.231200,AnimeNewsNetwork,unknown,"Thu, 20 Nov 2025 17:15:00 -0500",real
Sai-Kyo-Oh! Zukan: The Ultimate Tournament Anime Gets 'Special Edition' Film on January 23,2nd television anime based on Sai-Kyo-Oh! Zukan children's book series premiered on April 6,https://www.animenewsnetwork.com/news/2025-11-20/sai-kyo-oh-zukan-the-ultimate-tournament-anime-gets-special-edition-film-on-january-23/.231241,AnimeNewsNetwork,unknown,"Thu, 20 Nov 2025 16:00:00 -0500",real
"Sickness Unto Death Artist Takahiro Seguchi, Yōshō Tokiwa Launches New Manga",Otonari-san no Gyaru ga Boku wo Horesasetakute Zenryokusugiru debuted on November 14,https://www.animenewsnetwork.com/news/2025-11-20/sickness-unto-death-artist-takahiro-seguchi-yosho-tokiwa-launches-new-manga/.231136,AnimeNewsNetwork,unknown,"Thu, 20 Nov 2025 15:15:00 -0500",real
This Week in Anime - Bring Out the Big (Girls with) Guns,Was Jean-Luc Godard right when he said all you need to make a movie is a girl with a gun? Coop and Steve discuss,https://www.animenewsnetwork.com/this-week-in-anime/2025-11-20/.231197,AnimeNewsNetwork,OP,"Thu, 20 Nov 2025 13:30:00 -0500",real
Hiru Morino's Luna Knight Manga Ends,Series debuted in September 2024; will get release from Seven Seas starting in August 2026,https://www.animenewsnetwork.com/news/2025-11-20/hiru-morino-luna-knight-manga-ends/.231143,AnimeNewsNetwork,unknown,"Thu, 20 Nov 2025 13:15:00 -0500",real
The Red Spectacles Film Review,"Mamoru Oshii’s first live action film, opening at NYC’s Metrograph theater on November 21, takes place in the same universe with Jin-Roh but couldn’t be more different.",https://www.animenewsnetwork.com/review/the-red-spectacles/film/.231069,AnimeNewsNetwork,OP,"Thu, 20 Nov 2025 12:00:00 -0500",real
Yasuo Ohtagaki's 'Candy Box Creations' 1-Shot Series Ends,1-shot series launched in December 2024,https://www.animenewsnetwork.com/news/2025-11-20/yasuo-ohtagaki-candy-box-creations-1-shot-series-ends/.231220,AnimeNewsNetwork,unknown,"Thu, 20 Nov 2025 11:15:00 -0500",real
Ys X: Proud Nordics Game Heads West on February 20,"Game slated for Switch 2, PS5, PC",https://www.animenewsnetwork.com/news/2025-11-20/ys-x-proud-nordics-game-heads-west-on-february-20/.231246,AnimeNewsNetwork,unknown,"Thu, 20 Nov 2025 09:49:30 -0500",real
Disney Twisted-Wonderland The Animation ‒ Episode 4,You just know that the gym teacher’s egg budget is through the roof.,https://www.animenewsnetwork.com/review/disney-twisted-wonderland-the-animation/episode-4/.231245,AnimeNewsNetwork,unknown,"Thu, 20 Nov 2025 09:30:00 -0500",real
Are You Lost? Manga Creator Kentarō Okamoto Launches New Manga,Katami Shoulder draws art for Okōcha of the Living Dead zombie manga,https://www.animenewsnetwork.com/news/2025-11-20/are-you-lost-manga-creator-kentaro-okamoto-launches-new-manga/.231178,AnimeNewsNetwork,unknown,"Thu, 20 Nov 2025 09:15:00 -0500",real
A Mangaka's Weirdly Wonderful Workplace ‒ Episode 7,"I hope by the end of the season, Nana can give herself a little bit more grace.",https://www.animenewsnetwork.com/review/a-mangaka-weirdly-wonderful-workplace/episode-7/.231236,AnimeNewsNetwork,OP,"Thu, 20 Nov 2025 08:30:00 -0500",real
"With You, Our Love Will Make it Through ‒ Episode 6",This episode can be boiled down to Mari and Tsunagu being very horny for each other.,https://www.animenewsnetwork.com/review/with-you-our-love-will-make-it-through/episode-6/.231235,AnimeNewsNetwork,unknown,"Thu, 20 Nov 2025 07:30:00 -0500",real
Chainsaw Man Manga Ranks at #4 on NYT November Bestseller List,The 19th volume of Tatsuki Fujimoto's Chainsaw Man manga ranked at #4 on The New York Times' monthly Graphic Books and Manga bestseller list released in...,https://www.animenewsnetwork.com/daily-briefs/2025-11-20/chainsaw-man-manga-ranks-at-no.4-on-nyt-november-bestseller-list/.231123,AnimeNewsNetwork,Chainsaw Man,"Thu, 20 Nov 2025 07:15:00 -0500",real
Young Magazine US Reveals 5 Manga Poll Winners to Get Simultaneous English Serialization,"Poll received 281,461 votes; Kami Nishio's Still You tops poll",https://www.animenewsnetwork.com/news/2025-11-20/young-magazine-us-reveals-5-manga-poll-winners-to-get-simultaneous-english-serialization/.231244,AnimeNewsNetwork,OP,"Thu, 20 Nov 2025 06:34:09 -0500",real
Frieren: Beyond Journey's End 2nd Season Anime's New Trailer Reveals milet's Ending Theme,New season premieres on January 16,https://www.animenewsnetwork.com/news/2025-11-20/frieren-beyond-journey-end-2nd-season-anime-new-trailer-reveals-milet-ending-theme/.231237,AnimeNewsNetwork,unknown,"Thu, 20 Nov 2025 06:02:42 -0500",real
"'Saioshi no Gikei o Mederu Tame, Nagaikishimasu!' Light Anime Stars Ayumu Murase, Shōta Aoi",Series debuts in January,https://www.animenewsnetwork.com/news/2025-11-20/saioshi-no-gikei-o-mederu-tame-nagaikishimasu-light-anime-stars-ayumu-murase-shota-aoi/.231243,AnimeNewsNetwork,unknown,"Thu, 20 Nov 2025 05:17:09 -0500",real
Live-Action Solitary Gourmet Show Gets 9th Consecutive New Year's Special,Part of special will be live broadcast for 1st time in 5 years,https://www.animenewsnetwork.com/news/2025-11-20/live-action-solitary-gourmet-show-gets-9th-consecutive-new-year-special/.231242,AnimeNewsNetwork,unknown,"Thu, 20 Nov 2025 05:07:23 -0500",real
"Kaya-chan Isn't Scary Anime's 2nd Promo Video Unveils More Cast, Staff, Theme Song Artists, January 11 Debut","Toshiyuki Morikawa, Mamiko Noto, Haruka Tomatsu, Yoshiko Sakakibara join anime's cast",https://www.animenewsnetwork.com/news/2025-11-20/kaya-chan-isnt-scary-anime-2nd-promo-video-unveils-more-cast-staff-theme-song-artists-january-11-/.231234,AnimeNewsNetwork,unknown,"Thu, 20 Nov 2025 04:00:00 -0500",real
Steins;Gate Re:Boot Game Heads West in 2026,Spike Chunsoft to release game on PC via Steam,https://www.animenewsnetwork.com/news/2025-11-20/steins-gate-re-boot-game-heads-west-in-2026/.231239,AnimeNewsNetwork,Steins;Gate,"Thu, 20 Nov 2025 03:07:44 -0500",real
Daemon x Machina: Titanic Scion Game's Into the Abyss DLC Launches,"Expansion includes new map, storyline, equipment, enemies",https://www.animenewsnetwork.com/news/2025-11-20/daemon-x-machina-titanic-scion-game-into-the-abyss-dlc-launches/.231140,AnimeNewsNetwork,unknown,"Thu, 20 Nov 2025 02:32:59 -0500",real
"Chainsaw Man Anime Film Back at #1, Jujutsu Kaisen: Execution Drops to #2 in Japan","Demon Slayer: Infinity Castle back at #4, Evangelion: 1.0 You Are (Not) Alone rerelease debuts at #6",https://www.animenewsnetwork.com/news/2025-11-20/chainsaw-man-anime-film-back-at-no.1-jujutsu-kaisen-execution-drops-to-no.2-in-japan/.231158,AnimeNewsNetwork,OP,"Thu, 20 Nov 2025 01:39:22 -0500",real
Marika's Love Meter Malfunction Romantic Comedy Manga Gets AnimeFesta Anime,Manga centers on young man who can suddenly see love meters above others,https://www.animenewsnetwork.com/news/2025-11-20/marika-love-meter-malfunction-romantic-comedy-manga-gets-animefesta-anime/.231233,AnimeNewsNetwork,unknown,"Thu, 20 Nov 2025 01:06:00 -0500",real
Kishi Ueno's The Oddballs of Rookerie Manga Ends,Manga about myterious bar launched in July 2024,https://www.animenewsnetwork.com/news/2025-11-19/kishi-ueno-the-oddballs-of-rookerie-manga-ends/.231189,AnimeNewsNetwork,DB,"Wed, 19 Nov 2025 23:02:00 -0500",real
Taiikukan no Satsujin Manga Starts Final Chapter,Rin Natori launched manga of Undead Murder Farce author Yugo Aosaki's debut work in June 2024,https://www.animenewsnetwork.com/news/2025-11-19/taiikukan-no-satsujin-manga-starts-final-chapter/.231177,AnimeNewsNetwork,unknown,"Wed, 19 Nov 2025 22:58:12 -0500",real
Homura: The Crimson Warriors Visual Novel Launches in English Next April,Switch otome game's trailer features Rico Sasaki's opening song,https://www.animenewsnetwork.com/news/2025-11-19/homura-the-crimson-warriors-visual-novel-launches-in-english-next-april/.231173,AnimeNewsNetwork,OP,"Wed, 19 Nov 2025 22:51:28 -0500",real
Live-Action Romantic Killer Film Casts Alan Shirahama,"Shirahama plays ""mysterious delinquent student"" in December 12 film",https://www.animenewsnetwork.com/news/2025-11-19/live-action-romantic-killer-film-casts-alan-shirahama/.231219,AnimeNewsNetwork,unknown,"Wed, 19 Nov 2025 22:44:44 -0500",real
Blooming Love Manga Ends in Shonen Jump+ on December 2,Daichi Kawada launched manga in May 2023,https://www.animenewsnetwork.com/news/2025-11-19/blooming-love-manga-ends-in-shonen-jump-on-december-2/.231180,AnimeNewsNetwork,unknown,"Wed, 19 Nov 2025 22:15:09 -0500",real
Yellow Tanabe Resumes Kai-hen Wizards Manga on November 26,Manga went on hiatus on June 25,https://www.animenewsnetwork.com/news/2025-11-19/yellow-tanabe-resumes-kai-hen-wizards-manga-on-november-26/.231196,AnimeNewsNetwork,unknown,"Wed, 19 Nov 2025 22:09:31 -0500",real
'Cherry Magic! Thirty Years of Virginity Can Make You a Wizard?!' Manga Ends in Volume 17,Volume 17 slated for next year,https://www.animenewsnetwork.com/news/2025-11-19/cherry-magic-thirty-years-of-virginity-can-make-you-a-wizard-manga-ends-in-volume-17/.231217,AnimeNewsNetwork,unknown,"Wed, 19 Nov 2025 21:55:29 -0500",real
Disney Twisted-Wonderland The Comic: Episode of Savanaclaw Ends on January 17,2nd manga adaptation of Disney Twisted-Wonderland smartphone game launched in 2022,https://www.animenewsnetwork.com/news/2025-11-19/disney-twisted-wonderland-the-comic-episode-of-savanaclaw-ends-on-january-17/.231152,AnimeNewsNetwork,unknown,"Wed, 19 Nov 2025 21:45:49 -0500",real
Path of Mystery: A Brush with Death Game Launches in West in February 2026,Mystery visual novel ships on February 26,https://www.animenewsnetwork.com/news/2025-11-19/path-of-mystery-a-brush-with-death-game-launches-in-west-in-february-2026/.231210,AnimeNewsNetwork,unknown,"Wed, 19 Nov 2025 21:31:34 -0500",real
HIDIVE Reveals My Gift Lvl 9999 Unlimited Gacha Anime's English Dub Cast,Shannon Emerick stars as Light,https://www.animenewsnetwork.com/news/2025-11-19/hidive-reveals-my-gift-lvl-9999-unlimited-gacha-anime-english-dub-cast/.231214,AnimeNewsNetwork,unknown,"Wed, 19 Nov 2025 21:23:50 -0500",real
Ultraman: Rising Film Nominated in Children's & Family Emmys,Film nominated for Outstanding Animated Special,https://www.animenewsnetwork.com/news/2025-11-19/ultraman-rising-film-nominated-in-children-and-family-emmys/.231216,AnimeNewsNetwork,unknown,"Wed, 19 Nov 2025 21:07:08 -0500",real
"Seven Seas Licenses Predator Witches, When It Rains, It Pours, Phenomenon X, 4 More Titles","Also licensed: Me and the Prez, Drinking Under the Stars,  Raul and His Vampire Prince, more",https://www.animenewsnetwork.com/news/2025-11-19/seven-seas-licenses-predator-witches-when-it-rains-it-pours-phenomenon-x-4-more-titles/.231212,AnimeNewsNetwork,unknown,"Wed, 19 Nov 2025 20:59:02 -0500",real
Drops of God Manga Gets TV Anime in 2026,"Takuya Satō, Kazuya Kamenashi, Maaya Uchida star in series",https://www.animenewsnetwork.com/news/2025-11-19/drops-of-god-manga-gets-tv-anime-in-2026/.231215,AnimeNewsNetwork,OP,"Wed, 19 Nov 2025 18:53:10 -0500",real
Live-Action Chiruran: Shinsengumi Requiem Series Casts Antagonists,"Eita Okuno, Mitsuomi Takahashi, Nobuaki Kaneko, Masanobu Ando, Yuki Sakurai join cast of spring 2026 show",https://www.animenewsnetwork.com/news/2025-11-19/live-action-chiruran-shinsengumi-requiem-series-casts-antagonists/.231213,AnimeNewsNetwork,unknown,"Wed, 19 Nov 2025 18:38:38 -0500",real
Painting The Worlds Of Studio Ghibli Book Review,"This is a book for people who love Studio Ghibli's movies, and who also love huge books as physical artifacts in their own right.",https://www.animenewsnetwork.com/review/painting-the-worlds-of-studio-ghibli-book/.230530,AnimeNewsNetwork,OP,"Wed, 19 Nov 2025 12:00:00 -0500",real
Mechanical Marie ‒ Episode 7,"Thankfully, Mechanical Marie has a bit more going on beneath the surface than your average sports-themed episode.",https://www.animenewsnetwork.com/review/mechanical-marie/episode-7/.231204,AnimeNewsNetwork,unknown,"Wed, 19 Nov 2025 10:30:00 -0500",real
Manga Up! Global Adds Aoi-kun Wants This Muscular Girl to Flex! Manga in English,Romantic comedy series debuted in September 2024,https://www.animenewsnetwork.com/news/2025-11-19/manga-up-global-adds-aoi-kun-wants-this-muscular-girl-to-flex-manga-in-english/.231132,AnimeNewsNetwork,unknown,"Wed, 19 Nov 2025 10:24:51 -0500",real
Ninja vs. Gokudo Anime Streams In-Story Pretty Cure Parody Video,Flash Princess comes to life as a Ninja vs. Gokudo parody of Fresh Pretty Cure,https://www.animenewsnetwork.com/interest/2025-11-19/ninja-vs-gokudo-anime-streams-in-story-pretty-cure-parody-video/.231201,AnimeNewsNetwork,unknown,"Wed, 19 Nov 2025 10:19:36 -0500",real
Tales of Berseria Remastered Game Launches on February 26,"New edition slated for Switch, PS5, Xbox Series X|S, Steam",https://www.animenewsnetwork.com/news/2025-11-19/tales-of-berseria-remastered-game-launches-on-february-26/.231206,AnimeNewsNetwork,unknown,"Wed, 19 Nov 2025 10:10:14 -0500",real
Dragon Quest VII Reimagined Special Game Preview,"Overall I am fairly optimistic about this remake. It does seem a bit redundant to remake this game for a second time, but this seems like a great opportunity to update a beloved game in an established franchise for more modern audiences.",https://www.animenewsnetwork.com/feature/2025-11-19/dragon-quest-vii-reimagined-special-game-preview/.231103,AnimeNewsNetwork,OP,"Wed, 19 Nov 2025 10:00:00 -0500",real
Touring After the Apocalypse ‒ Episode 7,"Is the Yoko that leaves the facility the same Yoko, and what about Airi?",https://www.animenewsnetwork.com/review/touring-after-the-apocalypse/episode-7/.231203,AnimeNewsNetwork,unknown,"Wed, 19 Nov 2025 09:30:00 -0500",real
"Kodansha House Returned to New York with Ghost in the Shell, BLUE LOCK, More Manga",Visitors could experience the iconic building-leap scene from the Ghost in the Shell movie in first-person perspective.,https://www.animenewsnetwork.com/feature/2025-11-19/kodansha-house-returned-to-new-york-with-ghost-in-the-shell-blue-lock-more-manga/.230081,AnimeNewsNetwork,unknown,"Wed, 19 Nov 2025 09:00:00 -0500",real
Campfire Cooking in Another World with My Absurd Skill Season 2 ‒ Episode 7,"This is an episode that’s unexciting and undramatic in every possible way, and I am so here for it.",https://www.animenewsnetwork.com/review/campfire-cooking-in-another-world-with-my-absurd-skill-season-2/episode-7/.231190,AnimeNewsNetwork,unknown,"Wed, 19 Nov 2025 08:30:00 -0500",real
"KPop Demon Hunters: Invited to Thanksgiving Parade, Denied in UK Religious School",HUNTR/X singers will also perform Grammy-nominated song “Golden” in Macy parade,https://www.animenewsnetwork.com/interest/2025-11-19/kpop-demon-hunters-invited-to-thanksgiving-parade-denied-in-uk-religious-school/.231163,AnimeNewsNetwork,OP,"Wed, 19 Nov 2025 07:10:00 -0500",real
"Shueisha, Kodansha, Shogakukan, Kadokawa Win Copyright Suit Against Cloudflare",Cloudflare ordered to pay about 500 million yen/US$3 million in damages,https://www.animenewsnetwork.com/news/2025-11-19/shueisha-kodansha-shogakukan-kadokawa-win-copyright-suit-against-cloudflare/.231199,AnimeNewsNetwork,OP,"Wed, 19 Nov 2025 06:31:31 -0500",real
"'Majutsu o Kiwanete Tabi ni Deta Tensei Elf, Moteamashita Jumyō de Ikeru Densetsu to Naru' Novels Get TV Anime",Monshō Sakakibara's story about reincarnated elf launched in 2021; kanco launched manga adaptation in 2023,https://www.animenewsnetwork.com/news/2025-11-19/majutsu-o-kiwanete-tabi-ni-deta-tensei-elf-moteamashita-jumyo-de-ikeru-densetsu-to-naru-novels-get-/.231198,AnimeNewsNetwork,unknown,"Wed, 19 Nov 2025 05:07:27 -0500",real
Live-Action Nanashi Suspense Film Announces 3 More Cast Members,"Ryūhei Maruyama, MEGUMI, Kuranosuke Sasaki join cast of May 2026 film from Jirō Satō",https://www.animenewsnetwork.com/news/2025-11-19/live-action-nanashi-suspense-film-announces-3-more-cast-members/.231191,AnimeNewsNetwork,unknown,"Wed, 19 Nov 2025 02:54:50 -0500",real
Jujutsu Kaisen Season 3: The Culling Game Part 1 Casts Yoshiko Sakakibara as Tengen,"Sakakibara also narrates new season, continuing on from season 2",https://www.animenewsnetwork.com/news/2025-11-18/jujutsu-kaisen-season-3-the-culling-game-part-1-casts-yoshiko-sakakibara-as-tengen/.231181,AnimeNewsNetwork,Jujutsu Kaisen,"Tue, 18 Nov 2025 23:27:17 -0500",real
L'étoile de Paris en fleur Anime Film's 2nd Teaser Highlights 2 Leads,Goro Taniguchi's March 13 film follows 2 Japanese girls in Paris,https://www.animenewsnetwork.com/news/2025-11-18/letoile-de-paris-en-fleur-anime-film-2nd-teaser-highlights-2-leads/.231179,AnimeNewsNetwork,unknown,"Tue, 18 Nov 2025 22:10:41 -0500",real
