title,text,url,source,anime,label
Sai-Kyo-Oh! Zukan: The Ultimate TournamentAnime Gets 'Special Edition' Film on January 23,,https://www.animenewsnetwork.com/news/2025-11-20/sai-kyo-oh-zukan-the-ultimate-tournament-anime-gets-special-edition-film-on-january-23/.231241,AnimeNewsNetwork,unknown,real
"Sickness Unto DeathArtist Takahiro Seguchi, Yōshō Tokiwa Launches New Manga",,https://www.animenewsnetwork.com/cms/discuss/231136,AnimeNewsNetwork,unknown,real
Hiru Morino'sLuna KnightManga Ends,,https://www.animenewsnetwork.com/cms/discuss/231143,AnimeNewsNetwork,unknown,real
Yasuo Ohtagaki's'Candy Box Creations'1-Shot Series Ends,,https://www.animenewsnetwork.com/cms/discuss/231220,AnimeNewsNetwork,unknown,real
Ys X: Proud NordicsGame Heads West on February 20,,https://www.animenewsnetwork.com/news/2025-11-20/ys-x-proud-nordics-game-heads-west-on-february-20/.231246,AnimeNewsNetwork,unknown,real
Are You Lost?Manga Creator Kentarō Okamoto Launches New Manga,,https://www.animenewsnetwork.com/news/2025-11-20/are-you-lost-manga-creator-kentaro-okamoto-launches-new-manga/.231178,AnimeNewsNetwork,unknown,real
Chainsaw ManManga Ranks at #4 onNYTNovember Bestseller List,,https://www.animenewsnetwork.com/cms/discuss/231123,AnimeNewsNetwork,Chainsaw Man,real
Young Magazine USReveals 5 Manga Poll Winners to Get Simultaneous English Serialization,,https://www.animenewsnetwork.com/cms/discuss/231244,AnimeNewsNetwork,unknown,real
Frieren: Beyond Journey's End2nd Season Anime's New Trailer Reveals milet's Ending Theme,,https://www.animenewsnetwork.com/cms/discuss/231237,AnimeNewsNetwork,unknown,real
"'Saioshi no Gikei o Mederu Tame, Nagaikishimasu!'Light Anime Stars Ayumu Murase, Shōta Aoi",,https://www.animenewsnetwork.com/news/2025-11-20/saioshi-no-gikei-o-mederu-tame-nagaikishimasu-light-anime-stars-ayumu-murase-shota-aoi/.231243,AnimeNewsNetwork,unknown,real
Live-ActionSolitary GourmetShow Gets 9th Consecutive New Year's Special,,https://www.animenewsnetwork.com/news/2025-11-20/live-action-solitary-gourmet-show-gets-9th-consecutive-new-year-special/.231242,AnimeNewsNetwork,unknown,real
Crunchyroll Adds Thai Dubs forMy Hero AcademiaAnime Seasons 1-7,,https://www.animenewsnetwork.com/news/2025-11-20/crunchyroll-adds-thai-dubs-for-my-hero-academia-anime-seasons-1-7/.231238,AnimeNewsNetwork,My Hero Academia,real
"Kaya-chan Isn't ScaryAnime's 2nd Promo Video Unveils More Cast, Staff, Theme Song Artists, January 11 Debut",,https://www.animenewsnetwork.com/cms/discuss/231234,AnimeNewsNetwork,unknown,real
Crunchyroll Adds Thai Dub for 1st 2 Seasons ofJujutsu KaisenAnime,,https://www.animenewsnetwork.com/news/2025-11-20/crunchyroll-adds-thai-dub-for-1st-2-seasons-of-jujutsu-kaisen-anime/.231232,AnimeNewsNetwork,Jujutsu Kaisen,real
Steins;Gate Re:BootGame Heads West in 2026,,https://www.animenewsnetwork.com/cms/discuss/231239,AnimeNewsNetwork,Steins;Gate,real
Daemon x Machina: Titanic ScionGame's Into the Abyss DLC Launches,,https://www.animenewsnetwork.com/cms/discuss/231140,AnimeNewsNetwork,unknown,real
"Chainsaw ManAnime Film Back at #1,Jujutsu Kaisen: ExecutionDrops to #2 in Japan",,https://www.animenewsnetwork.com/cms/discuss/231158,AnimeNewsNetwork,One Piece,real
Marika's Love Meter MalfunctionRomantic Comedy Manga Gets AnimeFesta Anime,,https://www.animenewsnetwork.com/cms/discuss/231233,AnimeNewsNetwork,unknown,real
Kishi Ueno'sThe Oddballs of RookerieManga Ends,,https://www.animenewsnetwork.com/cms/discuss/231189,AnimeNewsNetwork,Dragon Ball,real
Taiikukan no SatsujinManga Starts Final Chapter,,https://www.animenewsnetwork.com/cms/discuss/231177,AnimeNewsNetwork,unknown,real
Homura: The Crimson WarriorsVisual Novel Launches in English Next April,,https://www.animenewsnetwork.com/cms/discuss/231173,AnimeNewsNetwork,unknown,real
Live-ActionRomantic KillerFilm Casts Alan Shirahama,,https://www.animenewsnetwork.com/cms/discuss/231219,AnimeNewsNetwork,unknown,real
Blooming LoveManga Ends in Shonen Jump+ on December 2,,https://www.animenewsnetwork.com/cms/discuss/231180,AnimeNewsNetwork,unknown,real
Yellow Tanabe ResumesKai-hen WizardsManga on November 26,,https://www.animenewsnetwork.com/cms/discuss/231196,AnimeNewsNetwork,unknown,real
'Cherry Magic! Thirty Years of Virginity Can Make You a Wizard?!' Manga Ends in Volume 17,,https://www.animenewsnetwork.com/cms/discuss/231217,AnimeNewsNetwork,unknown,real
Disney Twisted-Wonderland The Comic: Episode of SavanaclawEnds on January 17,,https://www.animenewsnetwork.com/cms/discuss/231152,AnimeNewsNetwork,unknown,real
Path of Mystery: A Brush with DeathGame Launches in West in February 2026,,https://www.animenewsnetwork.com/cms/discuss/231210,AnimeNewsNetwork,unknown,real
HIDIVE RevealsMy Gift Lvl 9999 Unlimited GachaAnime's English Dub Cast,,https://www.animenewsnetwork.com/cms/discuss/231214,AnimeNewsNetwork,unknown,real
Ultraman: RisingFilm Nominated in Children's & Family Emmys,,https://www.animenewsnetwork.com/cms/discuss/231216,AnimeNewsNetwork,unknown,real
"Seven Seas LicensesPredator Witches,When It Rains, It Pours,Phenomenon X, 4 More Titles",,https://www.animenewsnetwork.com/cms/discuss/231212,AnimeNewsNetwork,unknown,real
Drops of GodManga Gets TV Anime in 2026,,https://www.animenewsnetwork.com/cms/discuss/231215,AnimeNewsNetwork,One Piece,real
Live-ActionChiruran: Shinsengumi RequiemSeries Casts Antagonists,,https://www.animenewsnetwork.com/news/2025-11-19/live-action-chiruran-shinsengumi-requiem-series-casts-antagonists/.231213,AnimeNewsNetwork,unknown,real
Manga Up! Global AddsAoi-kun Wants This Muscular Girl to Flex!Manga in English,,https://www.animenewsnetwork.com/cms/discuss/231132,AnimeNewsNetwork,Sword Art Online,real
Tales of Berseria RemasteredGame Launches on February 26,,https://www.animenewsnetwork.com/cms/discuss/231206,AnimeNewsNetwork,unknown,real
Muse Asia Licenses 2ndThat Time I Got Reincarnated as a SlimeFilm for Southeast Asia,,https://www.animenewsnetwork.com/news/2025-11-19/muse-asia-licenses-2nd-that-time-i-got-reincarnated-as-a-slime-film-for-southeast-asia/.231195,AnimeNewsNetwork,unknown,real
"'Majutsu o Kiwanete Tabi ni Deta Tensei Elf, Moteamashita Jumyō de Ikeru Densetsu to Naru'Novels Get TV Anime",,https://www.animenewsnetwork.com/cms/discuss/231198,AnimeNewsNetwork,unknown,real
Jujutsu KaisenCompilation Film With Season 3 Preview Opens in Malaysia on December 4,,https://www.animenewsnetwork.com/news/2025-11-19/jujutsu-kaisen-compilation-film-with-season-3-preview-opens-in-malaysia-on-december-4/.231194,AnimeNewsNetwork,One Piece,real
The Last BlossomFilm Opens in Taiwan on November 5,,https://www.animenewsnetwork.com/news/2025-11-19/the-last-blossom-film-opens-in-taiwan-on-november-5/.231192,AnimeNewsNetwork,One Piece,real
Live-ActionNanashiSuspense Film Announces 3 More Cast Members,,https://www.animenewsnetwork.com/news/2025-11-19/live-action-nanashi-suspense-film-announces-3-more-cast-members/.231191,AnimeNewsNetwork,unknown,real
Jujutsu Kaisen Season 3: The Culling Game Part 1Casts Yoshiko Sakakibara as Tengen,,https://www.animenewsnetwork.com/cms/discuss/231181,AnimeNewsNetwork,Jujutsu Kaisen,real
L'étoile de Paris en fleurAnime Film's 2nd Teaser Highlights 2 Leads,,https://www.animenewsnetwork.com/cms/discuss/231179,AnimeNewsNetwork,unknown,real
NACHERRY Singer-Voice Actor Unit to Cease Activities,,https://www.animenewsnetwork.com/cms/discuss/231174,AnimeNewsNetwork,unknown,real
New Live-ActionCutie HoneySeries Reveals More Cast,,https://www.animenewsnetwork.com/news/2025-11-18/new-live-action-cutie-honey-series-reveals-more-cast/.231167,AnimeNewsNetwork,unknown,real
Romelia War ChronicleAnime Posts English-Subtitled Teaser,,https://www.animenewsnetwork.com/cms/discuss/231168,AnimeNewsNetwork,unknown,real
"The Camphorwood CustodianAnime Film's Trailer Unveils More Cast, Composer",,https://www.animenewsnetwork.com/cms/discuss/231169,AnimeNewsNetwork,unknown,real
"Hoppe-chanAnime's New Video Reveals More Cast, Opening Song Artist, January Debut",,https://www.animenewsnetwork.com/news/2025-11-18/hoppe-chan-anime-new-video-reveals-more-cast-opening-song-artist-january-debut/.231161,AnimeNewsNetwork,One Piece,real
NewHigh School! KimengumiAnime Casts 'Omegumi' All-Girl Gang,,https://www.animenewsnetwork.com/cms/discuss/231160,AnimeNewsNetwork,unknown,real
"Witch Hat AtelierAnime's Teaser Reveals Cast, More Staff, April 2026 Debut",,https://www.animenewsnetwork.com/cms/discuss/231159,AnimeNewsNetwork,unknown,real
Steins;Gate Re:BootGame's Delay to 2026 Confirmed,,https://www.animenewsnetwork.com/cms/discuss/231156,AnimeNewsNetwork,Steins;Gate,real
Hindi Dub ofPokémon: Adventures in the Orange IslandsStreams on YouTube,,https://www.animenewsnetwork.com/news/2025-11-18/hindi-dub-of-pokemon-adventures-in-the-orange-islands-streams-on-youtube/.231112,AnimeNewsNetwork,unknown,real
"Crayon Shin-chan, Live-ActionCells at Work!Films Delayed in China Amid Political Tensions",,https://www.animenewsnetwork.com/news/2025-11-18/crayon-shin-chan-live-action-cells-at-work-films-delayed-in-china-amid-political-tensions/.231148,AnimeNewsNetwork,unknown,real
Chimamire Sukeban Chainsaw'sRei Mikamoto Launches New Horror Manga,,https://www.animenewsnetwork.com/cms/discuss/231122,AnimeNewsNetwork,unknown,real
Live-ActionHirayasumiSeries Announces More Cast,,https://www.animenewsnetwork.com/news/2025-11-17/live-action-hirayasumi-series-announces-more-cast/.231147,AnimeNewsNetwork,unknown,real
Mamoru Hosoda'sScarletAnime Film Streams English-Subtitled Trailer,,https://www.animenewsnetwork.com/cms/discuss/231145,AnimeNewsNetwork,unknown,real
"2ndThat Time I Got Reincarnated as a SlimeFilm's Trailer Unveils More Cast, Theme Song",,https://www.animenewsnetwork.com/cms/discuss/231142,AnimeNewsNetwork,unknown,real
The Game Awards 2025 Reveals Nominees,,https://www.animenewsnetwork.com/cms/discuss/231133,AnimeNewsNetwork,unknown,real
Chainsaw ManRanks #1 on Bookscan's October Adult Graphic Novel List in U.S.,,https://www.animenewsnetwork.com/news/2025-11-17/chainsaw-man-ranks-no.1-on-bookscan-october-adult-graphic-novel-list-in-u.s/.231120,AnimeNewsNetwork,Chainsaw Man,real
Ranjō Miyake'sHamushi no HertzManga Ends on December 12,,https://www.animenewsnetwork.com/cms/discuss/231111,AnimeNewsNetwork,unknown,real
1stDemon Slayer: Infinity CastleFilm Is 1st Japanese Film Ever to Top 100 Billion Yen Globally,,https://www.animenewsnetwork.com/cms/discuss/231128,AnimeNewsNetwork,One Piece,real
"Live-ActionZeldaMovie Begins Filming, Presents 3 Stills",,https://www.animenewsnetwork.com/cms/discuss/231127,AnimeNewsNetwork,unknown,real
Jujutsu KaisenRanks #1 on Bookscan's September Adult Graphic Novel List in U.S.,,https://www.animenewsnetwork.com/cms/discuss/231116,AnimeNewsNetwork,Jujutsu Kaisen,real
Minami Mizuno'sAo Haru Sō e YōkosoManga Ends,,https://www.animenewsnetwork.com/cms/discuss/231113,AnimeNewsNetwork,Sword Art Online,real
"OceanVeil RevealsNukitashi The Animation'sEnglish Dub Cast, Staff",,https://www.animenewsnetwork.com/cms/discuss/231117,AnimeNewsNetwork,unknown,real
"Kohei Kadowaki, Film Label Nothing New RevealWe Are AliensAnime Film in Video",,https://www.animenewsnetwork.com/cms/discuss/231119,AnimeNewsNetwork,unknown,real
"Champignon WitchTV Anime Reveals More Cast, Theme Song Artists",,https://www.animenewsnetwork.com/cms/discuss/231118,AnimeNewsNetwork,unknown,real
Miss Shachiku and the Little Baby GhostManga Ends in 2 Chapters,,https://www.animenewsnetwork.com/cms/discuss/231096,AnimeNewsNetwork,unknown,real
Jujutsu KaisenCompilation Film With Season 3 Preview Opens in the Philippines on December 3,,https://www.animenewsnetwork.com/news/2025-11-17/jujutsu-kaisen-compilation-film-with-season-3-preview-opens-in-the-philippines-on-december-3/.231109,AnimeNewsNetwork,One Piece,real
Therapy GameManga Gets Stage Play on January 16-25,,https://www.animenewsnetwork.com/news/2025-11-17/therapy-game-manga-gets-stage-play-on-january-16-25/.231107,AnimeNewsNetwork,unknown,real
